"tit_projeto" "descricao" "autor_situacao"
"82" "PROC. 02166/05 - PELO 007/05" "Altera a redacao do parag. unico do art. 19 da lei organica do municipio de porto alegre, que veda a pratica de nepotismo em todos os niveis da administraca publica municipal." "Autor
ALDACIR OLIBONI
Situação
ARQUIVADO"
"83" "PROC. 01550/05 - PELO 006/05" "Altera a redacao do inciso viii do art. 94 da lei organica do municipio de porto alegre, reduzindo o prazo para o prefeito municipal prestar as informacoes solicitadas pela camara municipal.(resposta de pedido de informacoes/15 dias, prorrogaveis por mais 5)" "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"84" "PROC. 01438/05 - PELO 005/05" "Altera o inc.ix do art.56 e inclui inc. vi no paragrafo 2 e paragrafo 3 no art.58 da lei organica do municipio de porto alegre - lompa -, atribuindo competencia as comissoes permanentes da camara municipal de porto alegre para discutir e votar projetos de lei de denominacao de proprios municipais, vias, logradouros e equipamentos publicos." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"85" "PROC. 01408/05 - PELO 004/05" "Altera e da nova redacao ao inciso i do parag. 6,e ao inciso i do parag. 7, todos do art. 121 da lei organica do municipio de porto alegre (altera os prazos do plano plurianual - ppa)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"86" "PROC. 02376/89 - PELO 071/89" "Modifica a redacao do art. 64 e do art. 52 da lei organica do municipio e da outras providencias. (orcamento)" "Autor
AIRTO FERRONATO
Situação
ARQUIVADO"
"87" "PROC. 01369/05 - PELO 003/05" "Altera redacao do caput do art. 51 da lei organica do municipio, reduzindo o periodo de recesso legislativo." "Autor
ADELI SELL
Situação
ARQUIVADO"
"88" "PROC. 01243/05 - PELO 002/05" "Inclui o art. 65-a na lei organica do municipio de porto alegre, estabelecendo criterios para o estabelecimento e reajustes dos subsidios dos vereadores." "Autor
MARIA CELESTE
Situação
ARQUIVADO ART 108"
"89" "PROC. 00632/05 - PELO 001/05" "Altera a lei organica." "Autor
GOVERNO MUNICIPAL
Situação
EM TRAMITACAO"
"90" "PROC. 04225/04 - PELO 002/04" "Altera e da nova redacao aos incisos i e iii do parag. 6, e aos inc. i e iii do parag. 7, todos da lei organica do municipio de porto alegre." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"91" "PROC. 00856/04 - PELO 001/04" "Da nova redacao ao 'caput' do artigo 51 da lei organica do municipio de porto alegre (funcionamento da camara municipal no recesso). processo reconstituido" "Autor
NEREU D'AVILA
Situação
P - PARA CONSULTA"
"92" "PROC. 05393/03 - PELO 003/03" "Altera a redacao do paragrafo primeiro do art.23 do ato das disposicoes organicas gerais e transitorias da lei organica do municipio de porto alegre." "Autor
DR. GOULART
Situação
ARQUIVADO"
"93" "PROC. 04506/03 - PELO 002/03" "Da nova redacao ao inciso v do artigo 57 da lei organica do municipio de porto alegre. competencia para o julgamento de contas das mesas diretoras)." "Autor
MESA E LIDERANCAS
Situação
ARQUIVADO"
"94" "PROC. 01426/03 - PELO 001/03" "Da nova redacao ao 'caput' do artigo 51 da lei organica do municipio de porto alegre. [periodo de funcionamento da camara; recesso parlamentar]" "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"95" "PROC. 00329/02 - PELO 001/02" "Altera o paragrafo primeiro do art 77 da lei organica do municipio." "Autor
SEBASTIAO MELO
Situação
PARA ARQUIVAR"
"96" "PROC. 02583/95 - PELO 005/95" "Altera a redacao do artigo 19 da lei organica do municipio de porto alegre. (processo reconstituido) - nota do protocolo: vedacao ao nepotismo." "Autor
JOAO VERLE
Situação
ARQUIVADO"
"97" "PROC. 02925/99 - PELO 005/99" "Altera a redacao do paragrafo unico, inciso ii, do artigos 230 e 231 do ato das disposicoes organicas gerais e transitorias da lei organica do municipio. (direito real de uso)." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"98" "PROC. 01846/00 - PELO 005/00" "Acrescenta paragrafo 2 ao artigo 90 da lei organica do municipio de porto alegre, alterando o atual paragrafo unico para paragrafo primeiro." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"99" "PROC. 02061/01 - PELO 006/01" "Altera a lei organica do municipio de porto alegre. (participacao da comunidade; publicidade das contas)" "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"100" "PROC. 01033/92 - PELO 075/92" "Altera o paragrafo unico do artigo 91 da lei organica muncipal. (art.91: substituira o prefeito, no caso de impedimento,e suceder-lhe-a, no de vaga, o vice-prefeito)." "Autor
ELOI GUIMARAES
Situação
EM TRAMITACAO"
"101" "PROC. 02369/95 - PELO 004/95" "Altera dispositivos da lei organica do municipio de porto alegre." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"102" "PROC. 01269/94 - PELO 004/94" "Acresceta artigo a lei organica do municipio e da outras providencias." "Autor
JOCELIN AZAMBUJA
Situação
ARQUIVADO"
"103" "PROC. 01170/98 - PELO 002/98" "Altera a redacao do art. 54 da lei organica do muncipio de porto alegre(eleicao da mesa diretora)." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"104" "PROC. 00587/98 - PELO 001/98" "Da nova redacao ao \"caput\" dos artigos 17 e 61 da lei organica do municipio de porto alegre (nota do spa: refere-se a legalid, moralid, publicid, impessoalid e economicid municip)." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"105" "PROC. 02770/93 - PELO 081/93" "Altera disposicoes da lei organica do municipio." "Autor
JAIR DE OLIVEIRA SOARES
Situação
ARQUIVADO"
"106" "PROC. 02155/02 - PELO 004/02" "Acrescenta o inciso viii ao paragrafo primeiro do artigo 236 da lei organica do municipio (proibicao das queimadas)." "Autor
BETO MOESCH
Situação
PARA ARQUIVAR"
"107" "PROC. 01610/02 - PELO 003/02" "Da nova redacao ao artigo 54 da lei organica municipal." "Autor
NEREU D'AVILA
Situação
PARA ARQUIVAR"
"108" "PROC. 00959/94 - PELO 002/94" "Explicita o ditreito das servidoras municipais a licenca-maternidade." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"109" "PROC. 01962/00 - PELO 006/00" "Acrescenta paragrafo unico ao artigo 75 da lei organica de porto alegre. (parecer do conselho mun. dos direitos da crianca e do adolescente - cmdca - nos projetos sobre o eca)." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"110" "PROC. 00604/00 - PELO 002/00" "Altera dispositivo da lei organica do municipio de porto alegre, de 17 de maio de 1990, e da outras providencias." "Autor
CARLOS ALBERTO GARCIA
Situação
PARA ASSINATURA(S)"
"111" "PROC. 00952/00 - PELO 003/00" "Altera a redacao do paragrafo 2 do artigo 164 da lei organica de porto alegre." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"112" "PROC. 00596/93 - PELO 077/93" "Altera o caput do art 51 da lei organica municipal (recesso mes julho)." "Autor
ISAAC AINHORN
Situação
ARQUIVADO ART 107"
"113" "PROC. 01030/02 - PELO 002/02" "Trata da obrigatoriedade de execucao dos orcamentos publicos elaborados com a participacao popular." "Autor
JOAO CARLOS NEDEL
Situação
PARA ARQUIVAR"
"114" "PROC. 04666/01 - PELO 009/01" "Da nova redacao ao \"caput\" do art 81 da lei organica do municipio de porto alegre." "Autor
ESTILAC XAVIER
Situação
ARQUIVADO"
"115" "PROC. 00936/96 - PELO 002/96" "Altera o \"caput\" e o paragrafo 1. do artigo 98 da lei organica do municipio de porto alegre." "Autor
RAUL CARRION
Situação
ARQUIVADO"
"116" "PROC. 02080/94 - PELO 005/94" "Acrescenta o inciso iv ao paragrafo unico do artigo 229 da lei organica do municipio de porto alegre.*estab de censos quinquenais da populacao de baixa renda)." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"117" "PROC. 01948/99 - PELO 003/99" "Altera o artigo 91 da lei organica do municipio de porto alegre. (n do prot: impedimento do presidente da camara municipal, assumira o procurador-geral do municipio)." "Autor
ELOI GUIMARAES
Situação
P - PARA CONSULTA"
"118" "PROC. 01319/01 - PELO 004/01" "Altera a redacao do inciso vi do art 94 da lei organica do municipio de porto alegre." "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"119" "PROC. 00964/94 - PELO 003/94" "Modifica a redacao do caput do art da lom (discriminacao)." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"120" "PROC. 02009/93 - PELO 079/93" "Acrescenta a expressao regularizacao fundiaria no inciso iii art 203 lei organica." "Autor
DECIO SCHAUREN
Situação
ARQUIVADO"
"121" "PROC. 02185/93 - PELO 080/93" "Acrecenta paragrafo unico ao artigo 152 da lei organica do municipio de porto alegre.(discriminacao)." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"122" "PROC. 03154/97 - PELO 003/97" "Altera o art. 82 da lei organica do municipio de porto alegre (\"quorum\" de maioria qualificada para alteracao de denominacao de logradouros)." "Autor
DECIO SCHAUREN
Situação
ARQUIVADO"
"123" "PROC. 02575/96 - PELO 004/96" "Acrescenta o inciso xx ao artigo 94 da lei organica do municipio de porto alegre e da outras providencias(resposta aos pedidos de providencias-30+15)." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"124" "PROC. 01753/92 - PELO 076/92" "Acrescente-se ao art 109 da lei organica municipal de porto alegre paragrafo unico e da outras providencias." "Autor
AIRTO FERRONATO
Situação
ARQUIVADO"
"125" "PROC. 01673/99 - PELO 001/99" "Acrescenta paragrafo 6 ao artigo 116 da lei organica do municipio de porto alegre e da outras providencias. (contempla anualmente a uampa com recursos orcamentarios)." "Autor
JOAO BOSCO VAZ
Situação
ARQUIVADO"
"126" "PROC. 00949/01 - PELO 002/01" "Da nova redacao ao \" caput\" do art 51 da lei organica do municipio de porto alegre. (recesso parlamentar)." "Autor
BANCADA DO PARTIDO PROGRESSISTA, 1 JUIZADO DE DIREITO DA 17 VARA CIVEL DE PORTO ALE, JOAO ANTONIO DIB
Situação
ARQUIVADO"
"127" "PROC. 00457/94 - PELO 001/94" "Altera o art 51 da lei organica municipal." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"128" "PROC. 01189/95 - PELO 001/95" "Inclui paragrafo no art. 75 da lom." "Autor
HELENA BONUMA
Situação
ARQUIVADO"
"129" "PROC. 01612/96 - PELO 003/96" "Altera dispositivos da lei organica do municipio de porto alegre. (n do prot: substituicao do prefeito)." "Autor
ELOI GUIMARAES
Situação
ARQUIVADO"
"130" "PROC. 00169/00 - PELO 001/00" "Revoga o paragrafo unico do art. 78 da lei organica do municipio de porto alegre. (exclui tratamento diferente para a reapresentacao, pelo execut, de materia de projeto rejeitado)." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"131" "PROC. 01279/01 - PELO 003/01" "Altera a redacao do artigo 225 da lei organica do municipio de porto alegre. (servicos publicos de agua e esgoto deverao ser prestados exclusivamente pelo municipio)." "Autor
ESTILAC XAVIER
Situação
ARQUIVADO"
"132" "PROC. 01504/01 - PELO 005/01" "Altera a redacao do artigo 240 da lei organica do municipio de porto alegre e o artigo 6 do ato das disposicoes organicas gerais e transitorias. (implantacao de areas verdes)." "Autor
BETO MOESCH
Situação
ARQUIVADO"
"133" "PROC. 02691/91 - PELO 073/91" "Modifica o art. 121, 6, inciso iii, da lei organica do municipio (prazo para apresentacao do projeto de lei de diretrizes orcamentarias)." "Autor
ADROALDO CORREA
Situação
ARQUIVADO"
"134" "PROC. 03273/97 - PELO 004/97" "Acrescenta um novo artigo a secao v do capitulo i do titulo iv - da ordem social e cidadania - da lei organica do municipio de porto alegre (eleicao de conselheiros tutelares)." "Autor
HELIO CORBELLINI
Situação
ARQUIVADO"
"135" "PROC. 03838/01 - PELO 008/01" "Altera a redacao do art 19 da lei organica do municipio de porto alegre para incluir paragrafo . (carta-contrato)." "Autor
SEBASTIAO MELO
Situação
ARQUIVADO"
"136" "PROC. 03000/91 - PELO 074/91" "Altera o art.50 da lei organica do municipio de porto alegre(n de vereadores no municipio de porto alegre)." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"137" "PROC. 03431/01 - PELO 007/01" "Altera o art 57,incisos ii e iii e os paragrafos 1 e 2 do artigo 92, da lei organica do municipio dando-lhes nova redacao e outros providencias. (afastam dos prefeitos e vices-pref" "Autor
MARCELO DANERIS
Situação
ARQUIVADO"
"138" "PROC. 00799/01 - PELO 001/01" "Acrescenta dispositivo a lei organica municipal(20% de vagas dos programas habitacionais para mulheres)" "Autor
RAUL CARRION
Situação
ARQUIVADO"
"139" "PROC. 02734/02 - PELO 005/02" "Acresc.paragrafo 2.ao art.12 da l.o.m(alienacao, transf.acionaria, cisao ou extincao de entidades da administracao publica indireta dependera de previa aprovacao por blebiscito." "Autor
MARCELO DANERIS
Situação
PARA ARQUIVAR"
"140" "PROC. 01647/95 - PELO 002/95" "Da nova redacao ao caput do artigo 17 da lei organica municipal que dispoe sobre administracao publica." "Autor
DECIO SCHAUREN
Situação
ARQUIVADO"
"141" "PROC. 00603/96 - PELO 001/96" "Altera o paragrafo unico do artigo 50 da lei organica municipal.(n. do prot.: participacao popular orcamento camara)." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"142" "PROC. 02594/97 - PELO 002/97" "Acrescenta a secao ix ao capitulo i do titulo iv - da ordem social e cidadania - da lei organica municipal. (n. do prot.: cultura indigena)." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"143" "PROC. 01178/00 - PELO 004/00" "Altera a redacao do inc ii do parag unico do art 230; modifica o art 231 do titulo v, bem como o art 1 do ato das disposicoes organicas gerais e transit da lei organ do mun de p al" "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"144" "PROC. 01863/99 - PELO 002/99" "Acrescenta paragrafo segundo ao artigo 90 da lei organica do municipio. (n. do prot.: promessas de campanha eleitoral)." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"145" "PROC. 02708/99 - PELO 004/99" "Altera a redacao do paragrafo 2 do artigo 164 da lei organica do municipio de porto alegre. (exclui do montante minimo das despesas com saude as transferencias referentes ao sus)." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"146" "PROC. 01782/93 - PELO 078/93" "Sera cassado o alvara de inst e funionamento de estabelecimento de pessoa fisica ou juridica que no territ do mun pratique ato de discriminacao racial de genero por orientacao ..." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"147" "PROC. 02249/95 - PELO 003/95" "Altera o artigo 150 da lei organica do municipio de porto alegre." "Autor
PEDRO AMERICO LEAL
Situação
ARQUIVADO"
"148" "PROC. 00687/97 - PELO 001/97" "Acrescenta paragrafos ao artigo 119 da lei organica do municipio de porto alegre e da outras providencias." "Autor
REGINALDO PUJOL
Situação
ARQUIVADO"
