"tit_projeto" "descricao" "autor_situacao"
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1192" "PROC. 02264/15 - PLL 224/15" "altera a ementa e os arts. 1º, caput, 2º e 3º, inclui incs. I, II e III no caput e § 2º no art. 1º e renomeia o parágrafo único no art. 1º para § 1º, mantida sua redação atual, na Lei nº 8.632, de 27 de outubro de 2000, obrigando os bares, os restaurantes, as lanchonetes, as casas noturnas, os hotéis, os motéis e os estabelecimentos congêneres a..." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1193" "PROC. 02254/15 - PLL 223/15" "DISPOE SOBRE A PROIBICAO DE VENDA E CONSUMO DE CIGARROS, CIGARRILHAS, CHARUTOS, CACHIMBOS E SIMILARES, DERIVADOS OU NAO DO TABACO, NOS PARQUES E PRACAS." "Autor
ALBERTO KOPITTKE
Situação
ARQUIVADO"
"1194" "PROC. 02253/15 - PLL 222/15" "PROIBE, EM CINEMAS E ESPACOS DE EXIBICOES CINEMATOGRAFICAS, A EXIBICAO DE TRAILERS DE FILMES DE TERROR NAS SESSOES DE FILMES DE GENERO DIFERENTE DESSE." "Autor
ALBERTO KOPITTKE
Situação
ARQUIVADO"
"1195" "PROC. 02251/15 - PLL 221/15" "DENOMINA RUA JOAO FRANCISCO DRESCH O LOGRADOURO NAO CADASTRADO CONHECIDO COMO BECO 2100, LOCALIZADO NO BAIRRO LAGEADO." "Autor
PAULINHO MOTORISTA
Situação
ARQUIVADO"
"1196" "PROC. 02237/15 - PLL 220/15" "INCLUI O EVENTO ''DIA MUNICIPAL PRO-SAUDE DA POPULACAO NEGRA E DIA DOS PROMOTORES DE SAUDE DA POPULACAO NEGRA'' NO ANEXO II DA LEI N. 10.903 DE 31 DE MAIO DE 2010 - QUE INSTITUI O CALENDARIO DE EVENTOS DE PORTO ALEGRE E O CALENDARIO MENSAL DE ATIVIDADES DE PORTO ALEGRE, DISPOE SOBRE A GESTAO DESSES CALENDARIOS E REVOGA POSTERIORES, NO PERIODO DE..." "Autor
CARLOS CASARTELLI
Situação
ARQUIVADO"
"1197" "PROC. 02233/15 - PLL 243/15" "concede ao jornalista Milton Batista Cardoso o título de Cidadão de Porto Alegre." "Autor
Ver. Dr. Thiago
Situação
ARQUIVADO"
"1198" "PROC. 02222/15 - PLL 219/15" "institui a Feira Municipal de Artesanato e inclui inc. III no caput do parágrafo único do art 2º da Lei nº 11.213, de 6 de fevereiro de 2012 – que disciplina a realização de eventos culturais, econômicos, políticos ou de outra natureza no Largo Jornalista Glênio Peres e revoga as Leis nºs 9.404, de 3 de fevereiro de 2004, e 10.660, de 20 de..." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1199" "PROC. 02213/15 - PLL 218/15" "DENOMINA RUA CLAVIO MORAIS VARELA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA TRES MIL, CENTO E QUARENTA E QUATRO, LOCALIZADO NO BAIRRO PARTENON." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1200" "PROC. 02170/15 - PLL 217/15" "DETERMINA QUE AS ESCRITURAS PUBLICAS DE COMPRA E VENDA DE BENS IMOVEIS, A TITULO ONEROSO, INFORMEM, RELATIVAMENTO A PESSOA FISICA OU A PESSOA JURIDICA QUE INTERMEDIOU A VENDA, O VALOR QUE RECEBEU E DEMAIS DADOS QUE ESPECIFICA." "Autor
MARCIO BINS ELY
Situação
ORDEM DO DIA"
"1201" "PROC. 02169/15 - PLL 216/15" "DENOMINA RUA MARIA LUIZA MENEZES VIEIRA O LOGRADOURO NAO CADASTRADO CONHECIDO COMO BECO DOIS - AVENIDA ANTONIO CARVALHO -, LOCALIZADO NO BAIRRO JARDIM CARVALHO." "Autor
DELEGADO CLEITON
Situação
ARQUIVADO"
"1202" "PROC. 02165/15 - PLL 215/15" "DENOMINA RUA WILLIAN GONCALVES LOPES O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA C - JARDIM MORADA DO SOL, LOCALIZADO NO BAIRRO CEL. APARICIO BORGES." "Autor
AIRTO FERRONATO
Situação
ARQUIVADO"
"1203" "PROC. 02148/15 - PLL 214/15" "inclui art. 29-A, §§ 3º e 4º no art. 39, art. 39-A, § 4º no art. 47, incs. I e II no caput e §§ 1º a 5º no art. 50, § 7º no art. 50-E, art. 50-L, art. 63-A e Anexo II, altera os arts. 39, caput e seus incs. I e II e § 1º, 47, § 1º, 50, caput, e 50-E, caput, renomeia como Anexo I o Anexo – conjunto das especificações dos cargos efetivos, dos..." "Autor
Mesa Diretora
Situação
ARQUIVADO"
"1204" "PROC. 02142/15 - PLL 213/15" "DENOMINA RUA ANTONIO CARLOS RIBEIRO O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 5108 - LOTEAMENTO PORTAL DO GUARUJA 2 -, LOCALIZADO NO BAIRRO GUARUJA." "Autor
DR. THIAGO DUARTE
Situação
ARQUIVADO"
"1205" "PROC. 02132/15 - PLL 212/15" "disciplina o exercício da atividade de guia de turismo." "Autor
Vereadores Bernardino Vendruscolo e Kevin Krieger
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"1206" "PROC. 02109/15 - PLL 211/15" "inclui a efeméride Semana Municipal do Garçom no Anexo de Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, na semana que compreender o dia 11 de agosto." "Autor
Ver. Márcio Bins Ely
Situação
ARQUIVADO"
"1207" "PROC. 02082/15 - PLL 210/15" "DENOMINA RUA EZEQUIEL DE CARVALHO CORREA O LOGRADOURO PUBLICO NAO CADASTRADO CONHECIDO COMO RUA F - LOTEAMENTO NOSSA SENHORA DA ESPERANCA -, LOCALIZADO NO BAIRRO BELEM VELHO." "Autor
ELIZANDRO SABINO
Situação
ARQUIVADO"
"1208" "PROC. 02074/15 - PLL 209/15" "que institui o programa Escola em Cena." "Autor
Ver. Clàudio Janta
Situação
EM TRAMITACAO
Veto
VETO TOTAL REJEITADO"
"1209" "PROC. 02061/15 - PLL 208/15" "obriga os órgãos e as entidades da Administração Pública Municipal, Direta e Indireta, a informar, em seus anúncios publicitários, de forma clara, o valor pago pela respectiva inserção, bem como obriga que, em materiais de eventos patrocinados por esses órgãos e essas entidades, conste o valor do respectivo patrocínio." "Autor
Ver. Mendes Ribeiro
Situação
ORDEM DO DIA"
"1210" "PROC. 02060/15 - PLL 207/15" "Determina a adaptação de, no mínimo, 1 (um) banheiro masculino e 1 (um) banheiro feminino para o uso de pessoas com deficiência física, em prédios públicos localizados no Município de Porto Alegre." "Autor
Ver. Paulo Brum
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"1211" "PROC. 02058/15 - PLL 206/15" "inclui conteúdo sobre educação constitucional nas aulas ministradas nas escolas públicas da rede municipal de ensino." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"1212" "PROC. 02054/15 - PLL 205/15" "determina a entrega aos alunos de estabelecimentos de ensino municipais, no ato da matrícula ou no primeiro ano de cada ciclo, de síntese biográfica da pessoa cujo nome denomina o estabelecimento de ensino." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"1213" "PROC. 02043/15 - PLL 204/15" "concede o título de Cidadão de Porto Alegre ao senhor Saúl de Mello Calvete." "Autor
Ver. Airto Ferronato
Situação
EM TRAMITACAO"
"1214" "PROC. 02038/15 - PLL 203/15" "altera a ementa e o art. 1º, caput e § 1º, da Lei nº 9.206, de 5 de setembro de 2003, alterando homenagem a Zumbi dos Palmares para uma estátua." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1215" "PROC. 02035/15 - PLL 202/15" "TORNA OBRIGATORIA NO MUNICIPIO DE PORTO ALEGRE A APLICACAO DO TESTE DE ACUIDADE VISUAL ''ESCALA DE SNELLEN'' - APTOTIPOS EM E, NAS CRIANCAS E ADOLESCENTES QUE TENHAM ENTRE 5 (CINCO) E 14 (QUATORZE) ANOS DE IDADE, FREQUENTADORES DE PRE-ESCOLAS E ESCOLAS MUNICIPAIS." "Autor
MARCIO BINS ELY
Situação
EM TRAMITACAO"
"1216" "PROC. 02034/15 - PLL 201/15" "obriga a divulgação da nomenclatura Sistema Único de Saúde (SUS), do seu símbolo oficial e do número de sua ouvidoria nacional nos espaços que especifica, bem como obriga os laboratórios conveniados com o SUS a afixarem relação dos exames realizáveis por este." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"1217" "PROC. 02032/15 - PLL 200/15" "concede o título de Cidadão de Porto Alegre ao senhor Marcel van Hattem." "Autor
Verª Mônica Leal
Situação
ARQUIVADO"
"1218" "PROC. 02031/15 - PLL 199/15" "concede o título de Cidadão de Porto Alegre ao senhor Nelcir Reimundo Tessaro." "Autor
Ver. Tarciso Flecha Negra
Situação
ARQUIVADO"
"1219" "PROC. 02030/15 - PLL 000/15" "ANULADO." "Autor
TARCISO FLECHA NEGRA
Situação
ANULADO"
"1220" "PROC. 02027/15 - PLL 198/15" "DISPOE SOBRE A PREFERENCIA DE ASSENTOS EM RESTAURANTES, AREAS DESTINADAS A ALIMENTACAO NOS SHOPPINGS CENTERS E CENTROS COMERCIAIS, PARA AS PESSOAS QUE ESPECIFICA." "Autor
MENDES RIBEIRO
Situação
ARQUIVADO"
"1221" "PROC. 02018/15 - PLL 197/15" "DENOMINA RUA OLMIRO LAMETTA VIEGAS O LOGRADOURO NAO CASATRADO CONHECIDO COMO RUA F - ESTRADA JORGE PEREIRA NUNES -, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1222" "PROC. 02014/15 - PLL 196/15" "concede o título de Cidadão de Porto Alegre ao senhor Osmair Luiz Moser – Hugo Moser." "Autor
Verª Mônica Leal
Situação
ARQUIVADO"
"1223" "PROC. 02013/15 - PLL 195/15" "obriga as empresas que efetuarem a entrega domiciliar de produtos comercializados, inclusive por meio de terceiros, ou que prestarem serviços a domicílio a agendar, com seus clientes, um horário correspondente ao intervalo de 1h (uma hora) para a entrega do produto ou o início da prestação do serviço." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1224" "PROC. 02005/15 - PLL 194/15" "ALTERA O ART. 2. E INCLUI SECAO I-A, COM ARTS. 15-A A 15-I, NO CAPITULO II, SECAO VII, COM ARTS. 38-A A 38-D, NO CAPITULO III E SECAO III, COM ARTS. 52-A E 52-B, NO CAPITULO V, TODOS DA LEI N. 10.605, DE 29 DE DEZEMBRO DE 2008, E ALTERACOES POSTERIORES, ESTABELECENDO NORMAS PARA O EXERCICIO DA ATIVIDADE DE COMERCIO AMBULANTE DE FOOD TRUCK." "Autor
DR. THIAGO DUARTE
Situação
ARQUIVADO"
"1225" "PROC. 01993/15 - PLL 193/15" "OBRIGA HOSPITAIS CONTRATADOS PELA SECRETARIA MUNICIPAL DE SAUDE A DESTINAR 15% (QUINZE POR CENTO) DE SEUS LEITOS, ATE O LIMITE DE 30 (TRINTA) POR HOSPITAL, PARA A AREA DE ATENCAO EM SAUDE MENTAL, INCLUIDA A DEPENDENCIA QUIMICA." "Autor
CARLOS CASARTELLI
Situação
COM PARECER"
"1226" "PROC. 01992/15 - PLL 192/15" "ESTABELECE LICENCA PATERNIDADE DE 30 (TRINTA) DIAS PARA OS SERVIDORES E EMPREGADOS PUBLICOS DA ADMINISTRACAO DIRETA E INDIRETA NO MUNICIPIO DE PORTO ALEGRE." "Autor
CARLOS CASARTELLI
Situação
PARA CIENCIA"
"1227" "PROC. 01991/15 - PLL 191/15" "inclui o evento POA Jazz Festival no Anexo II da Lei nº 10.903, de 31 de maio de 2010 – Calendário de Eventos de Porto Alegre e Calendário Mensal de Atividades de Porto Alegre –, e alterações posteriores, no segundo final de semana do mês de outubro." "Autor
Ver. Reginaldo Pujol
Situação
ARQUIVADO"
"1228" "PROC. 01985/15 - PLL 190/15" "obriga os estabelecimentos comerciais a manter, em anúncios de divulgação e impressos de propaganda, a equidade no tamanho dos algarismos entre valores parcelados e valores finais dos produtos comercializados." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1229" "PROC. 01984/15 - PLL 189/15" "DENOMINA RUA CASSIA ELLER O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO BECO DOIS - JOAO MACEDO DE FREITAS -, LOCALIZADO NO BAIRRO PONTA GROSSA." "Autor
MENDES RIBEIRO
Situação
ARQUIVADO"
"1230" "PROC. 01983/15 - PLL 188/15" "inclui a efeméride Semana do Orgulho Periférico no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, na semana que compreender o dia 14 de agosto." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"1231" "PROC. 01973/15 - PLL 187/15" "obriga a identificação do autor de projeto de lei aprovado e a inclusão de sua exposição de motivos nas publicações da respectiva lei pelo Executivo Municipal." "Autor
Verª Sofia Cavedon
Situação
ARQUIVADO"
"1232" "PROC. 01966/15 - PLL 186/15" "TOMBA O IMOVEL LOCALIZADO NA RUA GONCALVES DIAS, 628, SEDE DO CENTRO ESTADUAL DE TREINAMENTO ESPORTIVO - CETE -, E DA OUTRAS PROVIDENCIAS." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"1233" "PROC. 01965/15 - PLL 185/15" "DENOMINA AVENIDA DEPUTADO ADAO PRETTO O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO BECO DA TAQUARA, LOCALIZADO NO BAIRRO LOMBA DO PINHEIRO." "Autor
ENGENHEIRO COMASSETTO
Situação
ARQUIVADO"
"1234" "PROC. 01963/15 - PLL 184/15" "concede o título de Cidadão Emérito de Porto Alegre ao senhor Carlos Alberto Pacheco Fontoura." "Autor
Ver. Márcio Bins Ely
Situação
ARQUIVADO"
"1235" "PROC. 01962/15 - PLL 183/15" "concede o título de Cidadão de Porto Alegre ao senhor Luiz Carlos Alves Chaves." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"1236" "PROC. 01952/15 - PLL 182/15" "inclui parágrafo único no art. 1º da Lei nº 8.138, de 20 de março de 1988 – que proíbe as lutas de vale-tudo, em todas as suas modalidades, no Município de Porto Alegre e dá outras providências –, estabelecendo exceções a essa proibição." "Autor
Ver. Waldir Canal
Situação
ARQUIVADO"
"1237" "PROC. 01944/15 - PLL 181/15" "DENOMINA PRACA JORGE ROBERTO DA SILVEIRA O LOGRADOURO NAO CADASTRADO CONHECIDO COMO PRACA 1955 - LOTEAMENTO WENCESLAU FONTOURA -, LOCALIZADO NO BAIRRO MARIO QUINTANA." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1238" "PROC. 01926/15 - PLL 180/15" "DENOMINA RUA NEY GOMES MARTINS O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA CINCO MIL E DEZOITO, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1239" "PROC. 01912/15 - PLL 179/15" "DENOMINA RUA WERNO FINKLER O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA CINCO MIL E DEZESSEIS, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1240" "PROC. 01904/15 - PLL 178/15" "Estabelece normas para a arrecadação e a encampação de imóveis urbanos abandonados no Município de Porto Alegre." "Autor
Adeli Sell
Situação
ARQUIVADO"
"1241" "PROC. 01892/15 - PLL 177/15" "OBRIGA CRECHES CONVENIADAS COM O MUNICIPIO DE PORTO ALEGRE A FUNCIONAR DE SEGUNDAS-FEIRAS A SEXTAS- FEIRAS, ATE AS 22H (VINTE E DUAS HORAS), E, NAS REGIOES E EM QUANTIDADES QUE ESPECIFICA, NOS SABADOS E NOS DOMINGOS." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1242" "PROC. 01886/15 - PLL 176/15" "DENOMINA RUA DOUTOR OSMAR PILLA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA CINCO MIL E QUINZE, LOCALIZADO NO BAIRRO HIPICA." "Autor
GUILHERME SOCIAS VILLELA
Situação
ARQUIVADO"
"1243" "PROC. 01876/15 - PLL 175/15" "DENOMINA RUA MARCO TULIO KALIL FERREYRO O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA CINCO MIL E DEZ, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1244" "PROC. 01875/15 - PLL 174/15" "DENOMINA RUA JORGE BABOT MIRANDA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA SEIS MIL, TREZENTOS E DEZESSEIS, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1245" "PROC. 01874/15 - PLL 173/15" "DENOMINA RUA MONSENHOR AUGUSTO DALVIT O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA CINCO MIL E DOZE, LOCALIZADO NO BAIRRO HIPICA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1246" "PROC. 01860/15 - PLL 171/15" "PROIBE O USO DE CARROS PARTICULARES CADASTRADOS EM APLICATIVOS PARA O TRANSPORTE REMUNERADO INDIVIDUAL DE PESSOAS E DA OUTRAS PROVIDENCIAS." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1247" "PROC. 01852/15 - PLL 170/15" "permite a liberação da catraca na utilização dos serviços de transporte coletivo por ônibus às crianças de até 6 (seis) anos, sem a passagem por debaixo desse dispositivo." "Autor
Verª Fernanda Melchionna e Ver. Prof. Alex Fraga
Situação
ARQUIVADO"
"1248" "PROC. 01844/15 - PLL 169/15" "DECLARA DE UTILIDADE PUBLICA A ASSOCIACAO REGIONAL DE ESCLEROSE LATERAL AMIOTROFICA DO RGS - ARELA-RS." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1249" "PROC. 01818/15 - PLL 168/15" "PROIBE A CONTRATACAO PELO MUNICIPIO DE PORTO ALEGRE DE OCUPANTES DE CARGOS ELETIVOS, DE COMISSAO, SERVIDORES E EMPREGADOS PUBLICOS MUNICIPAIS, BEM COMO DE SEUS PARENTES E CONSANGUINEOS ATE O 2. GRAU DE PARENTESCO." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1250" "PROC. 01817/15 - PLL 167/15" "OBRIGA OS BARES, OS RESTAURANTES, AS LANCHONETES, AS HOSPEDARIAS, OS HOTEIS E OS ESTABELECIMENTOS SIMILARES A SERVIR AGUA POTAVEL FILTRADA PARA O CONSUMO GRATUITO POR SEUS CLIENTES E DA OUTRAS PROVIDENCIAS." "Autor
SEFORA GOMES MOTA
Situação
COM PARECER"
"1251" "PROC. 01809/15 - PLL 166/15" "altera os arts. 3º-A, caput, e 5º, inc. II do caput, da Lei nº 7.855, de 25 de setembro de 1996, e alterações posteriores; altera a ementa e o art. 2º da Lei nº 10.028, de 20 de julho de 2006; e altera a ementa e os arts. 1º, 2º, caput e §§ 2º e 3º, 3º, caput, 4º, caput, 4º-A, caput, e 5º da Lei nº 10.428, de 6 de maio de 2008, alterada pela Lei..." "Autor
Ver. Dinho do Grêmio
Situação
ARQUIVADO"
"1252" "PROC. 01794/15 - PLL 165/15" "inclui o evento Setenário e Festa de Nossa Senhora das Dores no Anexo II da Lei nº 10.903, de 31 de maio de 2010 – Calendário de Eventos de Porto Alegre e Calendário Mensal de Atividades de Porto Alegre –, e alterações posteriores, na semana que inclua o dia 15 de setembro." "Autor
Ver. Tarciso Flecha Negra
Situação
ARQUIVADO"
"1253" "PROC. 01766/15 - PLL 164/15" "ESTABELECE REGRAS PARA COMPROVAR A REALIZACAO DE INSPECAO PREDIAL EM EDIFICACOES, POR MEIO DO LAUDO TECNICO DE INSPECAO PREDIAL." "Autor
CASSIO TROGILDO
Situação
ARQUIVADO"
"1254" "PROC. 01746/15 - PLL 163/15" "CRIA O PROGRAMA DE PREVENCAO AO ABUSO SEXUAL E VIOLENCIA NO TRANSPORTE COLETIVO, ESTABELECENDO POLITICAS PARA MITIGAR OS ASSEDIOS E ABUSOS SEXUAIS E VIOLENCIA, INCENTIVANDO A DENUNCIA DESSAS SITUACOES DE VIOLENCIA E INCLUI NO ART. 10 DA LEI N. 2.758, DE 4 DE DEZEMBRO DE 1964, E ALTERACOES POSTERIORES, INCLUINDO CAMARAS DE SEGURANCA NO ROL DAS..." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1255" "PROC. 01745/15 - PLL 162/15" "cria o Wi-Fi Livre POA e dá outras providências." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"1256" "PROC. 01744/15 - PLL 161/15" "DETERMINA A DISPONIBILIZACAO DE AUDIOLIVROS NAS ESCOLAS MUNICIPAIS DE PORTO ALEGRE, E DA OUTRAS PROVIDENCIAS." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1257" "PROC. 01741/15 - PLL 160/15" "que obriga os estabelecimentos da rede pública e os estabelecimentos da rede privada de saúde do Município de Porto Alegre a disponibilizar testagem sorológica para hepatites virais e dá outras providências." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"1258" "PROC. 01722/15 - PLL 159/15" "DENOMINA RUA ADAURY PINTO FILIPPI O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 5114 - LOTEAMENTO CIDADE DE DEUS -, LOCALIZADO NO BAIRRO CAVALHADA." "Autor
REGINALDO PUJOL
Situação
ARQUIVADO"
"1259" "PROC. 01714/15 - PLL 158/15" "DISPOE SOBRE DESCONTO REFERENTE A MANUTENCAO E CONSTRUCAO DE PASSEIOS PUBLICOS NO MUNICIPIO DE PORTO ALEGRE." "Autor
CLAUDIO JANTA
Situação
EM TRAMITACAO"
"1260" "PROC. 01713/15 - PLL 157/15" "que obriga os permissionários do serviço de transporte seletivo por lotação a instalar cabines blindadas nos veículos desse serviço." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO"
"1261" "PROC. 01711/15 - PLL 156/15" "libera a circulação de veículos leves nas faixas e nos corredores exclusivos para ônibus, nos dias em que ocorrer greve do transporte público no Município de Porto Alegre com a efetiva paralização desse serviço." "Autor
Ver. Mendes Ribeiro
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"1262" "PROC. 01709/15 - PLL 155/15" "INSTITUI A FEIRA DA SAO JORGE E DA OUTRAS PROVIDENCIAS." "Autor
ALBERTO KOPITTKE
Situação
AGUARDANDO DILIGENCIA"
"1263" "PROC. 01687/15 - PLL 154/15" "que altera a Lei nº 5.548, de 28 de dezembro de 1984, e dá outras providências. (Passagem escolar/extensão a novas categorias)" "Autor
Verª Fernanda Melchionna e Ver. Prof. Alex Fraga
Situação
ORDEM DO DIA"
"1264" "PROC. 01670/15 - PLL 153/15" "DENOMINA RUA DOUTOR ANISIO GOMES DE SOUZA MAIA O LOGRADOURO REGISTRADO E CADASTRADO CONHECIDO COMO RUA 3009 - LOTEAMENTO VERDES CAMPOS -, LOCALIZADO NO BAIRRO MARIO QUINTANA." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1265" "PROC. 01660/15 - PLL 152/15" "CRIA INDICE PROPRIO PARA CORRECAO DO VALOR DAS TARIFAS DE TAXI EM PORTO ALEGRE, O IPRT." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1266" "PROC. 01653/15 - PLL 151/15" "DISPOE SOBRE CRIACAO, NO MUNICIPIO DE PORTO ALEGRE, DO PROGRAMA DE CONSERVACAO, CAPTACAO E USO RACIONAL DE AGUA NAS EDIFICACOES." "Autor
CASSIO TROGILDO
Situação
ARQUIVADO"
"1267" "PROC. 01650/15 - PLL 150/15" "revoga a Lei nº 11.733, de 8 de dezembro de 2014, que denomina Rua Maurícia de Matos o logradouro não cadastrado conhecido como Beco Um – Rua Chico Pedro –, localizado no Bairro Camaquã." "Autor
Ver. Idenir Cecchim
Situação
ARQUIVADO"
"1268" "PROC. 01649/15 - PLL 149/15" "inclui art. 7º-A na Lei nº 9.725, de 1º de fevereiro de 2005 – que dispõe sobre o funcionamento e regulamentação dos Centros de Entretenimento e Inclusão Digital (CEIDs) e dá outras providências –, alterada pela Lei nº 10.195, de 5 de junho de 2007, obrigando os CEIDs a implantar banco de dados contendo informações que especifica." "Autor
Ver. Elizandro Sabino
Situação
AGUARDANDO SANCAO"
"1269" "PROC. 01648/15 - PLL 148/15" "PROIBE, NO MUNICIPIO DE PORTO ALEGRE, A FABRICACAO, A COMERCIALIZACAO, O USO, O ARMAZENAMENTO E O REPARO DE INSTRUMENTOS DE MEDICAO CONTENDO MERCURIO E DA OUTRAS PROVIDENCIAS." "Autor
CARLOS CASARTELLI
Situação
COM PARECER"
"1270" "PROC. 01623/15 - PLL 147/15" "OBRIGA O CADASTRAMENTO DE TORCEDORES NO ATO DA VENDA OU DA DOACAO DE INGRESSOS PARA PARTIDAS OFICIAIS DE FUTEBOL REALIZADAS EM ESTADIOS QUE COMPORTEM MAIS DE 10.000 (DEZ MIL) LUGARES E DA OUTRAS PROVIDENCIAS." "Autor
ALBERTO KOPITTKE
Situação
ARQUIVADO"
"1271" "PROC. 01611/15 - PLL 146/15" "inclui a efeméride Dia do Condutor de Ambulância no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 10 de outubro." "Autor
Ver. Mauro Pinheiro
Situação
ARQUIVADO"
"1272" "PROC. 01598/15 - PLL 145/15" "proíbe o transporte remunerado de passageiros em veículos particulares cadastrados por aplicativos ou plataformas semelhantes e dá outras providências." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO"
"1273" "PROC. 01552/15 - PLL 144/15" "inclui a efeméride Dia do Amigo, do Protetor e do Defensor dos Animais no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 4 de outubro." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"1274" "PROC. 01547/15 - PLL 143/15" "PROIBE, NO MUNICIPIO DE PORTO ALEGRE, A COMERCIALIZACAO E A PRODUCAO DE FOIE GRAS E DE ARTIGOS DE VESTUARIO PRODUZIDOS COM PELE DE ANIMAIS." "Autor
RODRIGO MARONI
Situação
ARQUIVADO"
"1275" "PROC. 01533/15 - PLL 142/15" "concede o título de Cidadão Emérito de Porto Alegre ao senhor João Oliveira de Souza." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"1276" "PROC. 01520/15 - PLL 141/15" "determina que os semáforos no Município de Porto Alegre sejam configurados em sistema de alerta, com luz amarela intermitente, entre a 0h (zero hora) e as 5h (cinco horas), e dá outras providências." "Autor
Ver. Bernardino Vendruscolo
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"1277" "PROC. 01492/15 - PLL 140/15" "concede o título de Cidadão de Porto Alegre ao senhor Romildo Bolzan Júnior." "Autor
Ver. Dinho do Grêmio
Situação
ARQUIVADO"
"1278" "PROC. 01491/15 - PLL 139/15" "FICA PROIBIDO, NO AMBITO DO MUNICIPIO DE PORTO ALEGRE, VENDER, OFERTAR, FORNECER E ENTREGAR ANTI-RESPINGO DE SOLDA SEM SILICONE, SOLVENTE DE TINTA, E PRODUTOS A BASE DE TRICLOROETILENO E DICLOROMETANO, ETER E CLOROFORMIO AOS MENORES DE 18 (DEZOITO) ANOS DE IDADE." "Autor
ELIZANDRO SABINO
Situação
ARQUIVADO"
