"tit_projeto" "descricao" "autor_situacao"
"1279" "PROC. 01484/15 - PLL 138/15" "DENOMINA RUA MADRE ASSUNTA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 8829 - LOTEAMENTO RESIDENCIAL PARQUE DO RINCAO -, LOCALIZADO NO BAIRRO RESTINGA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1280" "PROC. 01474/15 - PLL 137/15" "inclui § 5º no art. 2º da Lei nº 11.582, de 21 de fevereiro de 2014, estabelecendo mínimo de 20% (vinte por cento) de mulheres dentre os condutores de táxi do Serviço Público de Transporte Individual por Táxi no Município de Porto Alegre." "Autor
Verª Fernanda Melchionna e Ver. Prof. Alex Fraga
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"1281" "PROC. 01455/15 - PLL 136/15" "inclui a efeméride Semana da Primavera de Ipanema no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no mês de outubro." "Autor
Ver. Márcio Bins Ely
Situação
ARQUIVADO"
"1282" "PROC. 01454/15 - PLL 135/15" "obriga as empresas contratadas pelo poder público para prestação de serviços que utilizem veículos automotores ou equipamentos automotores, para essa finalidade, e que sejam remuneradas por quilômetro rodado, por hora trabalhada ou por roteiro pré-determinado ou estimado a instalar, nesses veículos ou equipamentos, dispositivo de rastreamento e..." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"1283" "PROC. 01438/15 - PLL 134/15" "DISPOE SOBRE A COBRANCA DA TAXA DE ESTACIONAMENTO EM SHOPPING CENTERS E CENTROS COMERCIAIS." "Autor
PABLO MENDES RIBEIRO
Situação
EM TRAMITACAO"
"1284" "PROC. 01398/15 - PLL 133/15" "Concede o título de Cidadã Emérita de Porto Alegre à senhora Jaqueline Trindade Pereira." "Autor
Verª Titi Alves
Situação
ARQUIVADO"
"1285" "PROC. 01389/15 - PLL 132/15" "obriga a inclusão da Lei Federal nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, e alterações posteriores, e da Lei Federal nº 11.340, de 7 de agosto de 2006 – Lei Maria da Penha –, no conteúdo das provas de legislação de concursos públicos do Município de Porto Alegre." "Autor
Ver. Prof. Alex Fraga e da Verª Fernanda Melchionna
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"1286" "PROC. 01384/15 - PLL 131/15" "declara de utilidade pública a Associação de Pais, Amigos, Jovens e Adultos Especiais – Ser e Ter." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"1287" "PROC. 01382/15 - PLL 130/15" "INCLUI ART. 4-A NA LEI N. 11.600, DE 8 DE MAIO DE 2014 - QUE INSTITUI, NA REDE MUNICIPAL DE ENSINO, EM CONSONANCIA COM A POLITICA INTEGRAL DE SAUDE DA MULHER, O PROGRAMA DE EDUCACAO SEXUAL E PLANEJAMENTO FAMILIAR, DETERMINA QUE A LEI N. 8423, DE 28 DE DEZEMBRO DE 1999, VOLTE A VIGER TAL COMO FOI ESTABELECIDA, REVOGA A LEI N. 9.617, DE 27 DE..." "Autor
TITI ALVARES
Situação
ARQUIVADO"
"1288" "PROC. 01381/15 - PLL 129/15" "Estabelece regras para a realização do Carnaval de rua no Município de Porto Alegre." "Autor
Verª Titi Alvares
Situação
ARQUIVADO"
"1289" "PROC. 01380/15 - PLL 128/15" "DISPOE SOBRE A OBRIGATORIEDADE DE EXAMES DE AUDIOMETRIA, OFTALMOLOGIA E ODONTOLOGIA PARA OS ALUNOS DA REDE PUBLICA DE ENSINO DO MUNICIPIO E DA OUTRAS PROVIDENCIAS." "Autor
TITI ALVARES
Situação
ARQUIVADO"
"1290" "PROC. 01376/15 - PLL 127/15" "DISPOE SOBRE A COBRANCA DA TAXA DE ESTACIONAMENTO EM SHOPPING CENTERS E HIPERMERCADOS." "Autor
PABLO MENDES RIBEIRO
Situação
ANULADO"
"1291" "PROC. 01372/15 - PLL 126/15" "DENOMINA RUA JOSE OSMAR MACHADO O LOGRADOURO NAO CADASTRADO CONHECIDO COMO TRAVESSA QUATRO - CAMPO DA TUCA -, LOCALIZADO NO BAIRRO VILA JOAO PESSOA." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1292" "PROC. 01363/15 - PLL 125/15" "DISPOE SOBRE O ALEITAMENTO MATERNO NO MUNICIPIO DE PORTO ALEGRE, E DA OUTRAS PROVIDENCIAS." "Autor
FERNANDA MELCHIONNA E ALEX FRAGA
Situação
EM TRAMITACAO"
"1293" "PROC. 01330/15 - PLL 123/15" "DETERMINA A DIVULGACAO, ATE O QUINTO DIA UTIL DE CADA MES, DE RELATORIO CONTENDO DADOS QUE ESPECIFICA DO MES ANTERIOR RELACIONADOS A ATENDIMENTOS DE MULHERES E MENINAS NO CENTRO DE REFERENCIA AS VITIMAS DE VIOLENCIA (CRVV) E NO CENTRO DE REFERENCIA DA MULHER MARCIA CALIXTO, NO MUNICIPIO DE PORTO ALEGRE, PELA SECRETARIA MUNICIPAL DE DIREITOS..." "Autor
ARIANE LEITAO
Situação
AGUARDANDO DILIGENCIA"
"1294" "PROC. 01321/15 - PLL 122/15" "DENOMINA PRACA HARRYSSON CURTYS TESTA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO PRACA 2088 - LOTEAMENTO PARQUE EMPRESARIAL CONDOR." "Autor
IDENIR CECCHIM
Situação
ARQUIVADO"
"1295" "PROC. 01308/15 - PLL 121/15" "DETERMINA A COLOCACAO DE PLACAS, EM VIAS DE GRANDE CIRCULACAO DE PEDESTRES E VEICULOS, JUNTAMENTE COM AS PLACAS DE IDENTIFICACAO DE VIAS E LOGRADOUROS, INFORMANDO OS NUMEROS DE TELEFONE DE UTILIDADE PUBLICA NO MUNICIPIO DE PORTO ALEGRE QUE ESPECIFICA." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1296" "PROC. 01305/15 - PLL 120/15" "institui a divulgação dos números dos telefones gratuitos para denúncias referentes à violência contra a mulher nas áreas interna e externa dos veículos automotores do serviço de transporte público de passageiros do Município de Porto Alegre." "Autor
Verª Ariane Leitão
Situação
ARQUIVADO"
"1297" "PROC. 01304/15 - PLL 119/15" "Determina, nos locais de atendimento ao público e com publicidade institucional dos Poderes Executivo e Legislativo Municipais, incluindo órgãos da Administração Direta e entidades da Administração Indireta do Município de Porto Alegre, a divulgação dos números dos telefones gratuitos para denúncias referentes à violência contra a mulher." "Autor
Verª Ariane Leitão
Situação
ARQUIVADO"
"1298" "PROC. 01301/15 - PLL 118/15" "CRIA 1 (UMA) FUNCAO GRATIFICADA DE CHEFE DA SECAO DE LICITACOES, CODIGO 2.2.1.5, NO ITEM FUNCAO GERAL, DO QUADRO DOS CARGOS EM COMISSAO E FUNCOES GRATIFICADAS, CONSTANTE DO ART. 20 DA LEI N. 5.811, DE 8 DE DEZEMBRO DE 1986 - QUE ESTABELECE O SISTEMA DE CLASSIFICACAO DE CARGOS E FUNCOES DA CAMARA MUNICIPAL DE PORTO ALEGRE E DA OUTRAS PROVIDENCIAS..." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"1299" "PROC. 01292/15 - PLL 117/15" "CONVOCA CONSULTA A POPULACAO, MEDIANTE PLEBISCITO, A RESPEITO DO CERCAMENTO DOS LOGRADOUROS PARQUE MARINHA DO BRASIL, PARQUE MAURICIO SIROTSKY SOBRINHO - HARMONIA -, PARQUE MOINHOS DE VENTO - PARCAO - E PARQUE CHICO MENDES." "Autor
CLAUDIO JANTA
Situação
ARQUIVADO"
"1300" "PROC. 01291/15 - PLL 116/15" "institui o programa Consciência Cidadã nas escolas do Município de Porto Alegre." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO"
"1301" "PROC. 01279/15 - PLL 115/15" "concede o título de Cidadão Emérito de Porto Alegre ao advogado Luiz Eduardo Amaro Pellizzer." "Autor
Ver. Reginaldo Pujol
Situação
ARQUIVADO"
"1302" "PROC. 01278/15 - PLL 114/15" "DENOMINA RUA CASSIA ELLER O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO BECO DOIS - JOAO MACEDO DE FREITAS -, LOCALIZADO NO BAIRRO PONTA GROSSA." "Autor
ELIZANDRO SABINO
Situação
ARQUIVADO"
"1303" "PROC. 01269/15 - PLL 113/15" "OBRIGA AS BOATES, AS DANCETERIAS, AS CASAS NOTURNAS, OS SALOES DE DANCAS E OS ESTABELECIMENTOS SIMILARES A INSTALAREM BEBEDOUROS DE AGUA POTAVEL EM SUAS DEPENDENCIAS INTERNAS, EM LOCAIS SINALIZADOS E DE FACIL ACESSO, PARA USO GRATUITO POR SEUS FREQUENTADORES." "Autor
SEFORA MOTA
Situação
EM TRAMITACAO"
"1304" "PROC. 01259/15 - PLL 112/15" "altera a ementa, o caput do art. 1º e o caput do art. 3º e seus incs. I e II, inclui incs. I, II e III no caput e §§ 3º e 4º no art. 1º e inc. III no caput do art. 3º e revoga os §§ 1º e 2º do art. 1º, todos na Lei nº 9.989, de 5 de junho de 2006, alterada pela Lei 11.211, de 30 de janeiro de 2012, estendendo o direito ao pagamento de..." "Autor
Ver. Cassio Trogildo
Situação
ARQUIVADO"
"1305" "PROC. 01253/15 - PLL 111/15" "INCLUI ART. 1 - A NA LEI 6.823, DE 12 DE ABRIL DE 1991, ESTABELECENDO A CONSTRUCAO DE UM MONUMENTO AS TRADICOES GAUCHAS NA ESPLANADA LUIZ CELSO GOMES HYARUP, E REVOGA A LEI N. 8.404, DE 6 DE DEZEMBRO DE 1999." "Autor
REGINALDO PUJOL
Situação
PARA CIENCIA"
"1306" "PROC. 01251/15 - PLL 110/15" "DENOMINA PRACA ANTONIO AUGUSTO DOS SANTOS O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO PRACA 5134 - LOTEAMENTO CIDADE DE DEUS -, LOCALIZADO NOS BAIRROS IPANEMA E CAVALHADA." "Autor
REGINALDO PUJOL
Situação
ARQUIVADO"
"1307" "PROC. 01226/15 - PLL 109/15" "obriga os mercados, os supermercados, os hipermercados e os estabelecimentos congêneres cuja área seja superior a 500m2 (quinhentos metros quadrados) ou que possuam mais de 3 (três) caixas registradoras a acomodar, em espaço único e de destaque – gôndola ou prateleira –, os produtos alimentícios elaborados sem a adição de glúten ou lactose e dá..." "Autor
Ver. Carlos Casartelli
Situação
ARQUIVADO"
"1308" "PROC. 01223/15 - PLL 108/15" "ALTERA O CAPUT E INCLUI INCS. I E II NO CAPUT DO ART. 3. DA LEI N. 10.531, DE 10 DE SETEMBRO DE 2008, ESTENDENDO O PRAZO DE PROIBICAO, EM DEFINITIVO, DA CIRCULACAO DE VEICULOS DE TRACAO HUMANA - VTHS - NO TRANSITO DO MUNICIPIO DE PORTO ALEGRE." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"1309" "PROC. 01222/15 - PLL 107/15" "DENOMINA RUA HORACILDO ALBUQUERQUE DO CANTO O LOGRADOURO NAO CADASTRADO CONHECIDO COMO BECO UM - ESTRADA OTAVIANO JOSE PINTO - , LOCALIZADO NO BAIRRO LAMI." "Autor
LOURDES SPRENGER
Situação
ARQUIVADO"
"1310" "PROC. 01209/15 - PLL 105/15" "inclui a efeméride Dia da Consciência Animal no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 4 de abril." "Autor
Ver. Rodrigo Maroni
Situação
ARQUIVADO"
"1311" "PROC. 01206/15 - PLL 104/15" "inclui a efeméride Setembro Verde no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no mês de setembro." "Autor
Ver. Márcio Bins Ely
Situação
ARQUIVADO"
"1312" "PROC. 01205/15 - PLL 103/15" "concede o título de Cidadã de Porto Alegre à doutora Ivone da Fonseca Garcia." "Autor
Ver. Idenir Cecchim
Situação
ARQUIVADO"
"1313" "PROC. 01201/15 - PLL 102/15" "INCLUI O PARAGRAFO 6. NO ART. 5. NA LEI COMPLEMENTAR N. 661, DE 7 DE DEZEMBRO DE 2010 - QUE DISPOE NORMAS GERAIS SOBRE OS CONSELHOS MUNICIPAIS, NOS TERMOS DO ART. 101 DA LEI ORGANICA DO MUNICIPIO DE PORTO ALEGRE - DISPONDO SOBRE A COMPOSICAO MINIMA DE 50% DE MULHERES NOS CONSELHOS MUNICIPAIS, E DA OUTRAS PROVIDENCIAS." "Autor
JUSSARA CONY
Situação
ARQUIVADO"
"1314" "PROC. 01181/15 - PLL 101/15" "inclui a efeméride Dia do Voleibol no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 27 de setembro." "Autor
Ver. Professor Garcia
Situação
ARQUIVADO"
"1315" "PROC. 01176/15 - PLL 100/15" "declara de utilidade pública o Sesomatr – Serviço Social Mary Taranger." "Autor
Dr. Thiago
Situação
ARQUIVADO"
"1316" "PROC. 01171/15 - PLL 099/15" "ESTABELECE QUE SEJAM ADAPTADOS EM PRACAS E PARQUES DE PORTO ALEGRE, AMBIENTE PROPRIO PARA ANIMAIS." "Autor
DINHO DO GREMIO
Situação
EM TRAMITACAO"
"1317" "PROC. 01170/15 - PLL 098/15" "ESTABELECE QUE SEJAM ADAPTADOS 02 (DOIS) ONIBUS POR LINHA DA CAPITAL, PARA TRANSPORTE DE BICICLETAS." "Autor
DINHO DO GREMIO
Situação
ARQUIVADO"
"1318" "PROC. 01154/15 - PLL 097/15" "INCLUI INC. V NO CAPUT E PARAGRAFO 5. NO ART. 14 E ART. 21-A NA LEI N. 8.133, DE 12 DE JANEIRO DE 1998, E ALTERACOES POSTERIORES, INCLUINDO A CLASSIFICACAO TURISTICOS NOS SERVICOS DE TRANSPORTE PUBLICO DE PASSAGEIROS E DISPONDO SOBRE SUA REALIZACAO." "Autor
BERNARDINO VENDRUSCOLO
Situação
ANULADO"
"1319" "PROC. 01121/15 - PLL 096/15" "OBRIGA OS HOSPITAIS-MATERNIDADES A REALIZAR CONVENIOS COM OS CARTORIOS DE REGISTROS CIVIS DE PESSOAS NATURAIS, TODOS LOCALIZADOS NO MUNICIPIO DE PORTO ALEGRE, PARA O FORNECIMENTO GRATUITO DA PRIMEIRA CERTIDAO DE NASCIMENTO AO RECEM-NASCIDO." "Autor
PROFESSOR GARCIA
Situação
ARQUIVADO"
"1320" "PROC. 01101/15 - PLL 095/15" "inclui a efeméride Dia do Rock no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 13 de julho." "Autor
Ver. Professor Garcia
Situação
ARQUIVADO"
"1321" "PROC. 01100/15 - PLL 094/15" "concede o título de Cidadão Emérito de Porto Alegre ao senhor Peterson Ungaretti." "Autor
Ver. Paulo Brum
Situação
ARQUIVADO"
"1322" "PROC. 01091/15 - PLL 093/15" "concede o título de Cidadão Emérito de Porto Alegre ao senhor Guacir de Llano Bueno." "Autor
Ver. João Bosco Vaz
Situação
ARQUIVADO"
"1323" "PROC. 01075/15 - PLL 092/15" "DECLARA DE UTILIDADE PUBLICA O INSTITUTO GERACAO TRICOLOR." "Autor
KEVIN KRIEGER
Situação
ARQUIVADO"
"1324" "PROC. 01072/15 - PLL 091/15" "DENOMINA RUA 17 DE DEZEMBRO O LOGRADOURO NAO CADASTRADO CONHECIDO COMO RUA MIL E SESSENTA E OITO, LOCALIZADO NO BAIRRO PRAIA DE BELAS." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"1325" "PROC. 01059/15 - PLL 090/15" "declara de utilidade pública a Associação Estadual Carlos Dorneles – Asecad." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"1326" "PROC. 01055/15 - PLL 089/15" "INSTITUI CONSULTA DIRETA ANUAL A POPULACAO DE PORTO ALEGRE SOBRE TEMAS DE INTERESSE DA CIDADE." "Autor
ALBERTO KOPITTKE, ENGENHEIRO COMASSETTO , MARCELO SGARBOSSA, MAURO PINHEIRO, SOFIA CAVEDON
Situação
ARQUIVADO ART 108"
"1327" "PROC. 01034/15 - PLL 088/15" "Proíbe a comercialização e o consumo de bebidas alcoólicas em locais que especifica." "Autor
Ver. Dr. Thiago
Situação
EM TRAMITACAO"
"1328" "PROC. 01032/15 - PLL 087/15" "DISPOE SOBRE O DIREITO AO ALEITAMENTO MATERNO, E DA OUTRAS PROVIDENCIAS." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"1329" "PROC. 01027/15 - PLL 086/15" "PROIBE O EXECUTIVO E O LEGISLATIVO MUNICIPAIS DE CELEBRAR OU PRORROGAR CONTRATO COM PESSOA JURIDICA, BEM COMO COM CONSORCIO DE PESSOAS JURIDICAS, CUJO SOCIO TENHA RELACAO DE MATRIMONIO OU PARENTESCO, AFIM OU CONSANGUINEO, ATE O TERCEIRO GRAU, EM LINHA RETA OU COLATERAL, COM AGENTES PUBLICOS MUNICIPAIS QUE ESPECIFICA." "Autor
MARCELO SGARBOSSA
Situação
DESARQUIVADO"
"1330" "PROC. 01024/15 - PLL 085/15" "CONCEDE O TITULO DE CIDADAO EMERITO DE PORTO ALEGRE , IN MEMORIAM, AO SENHOR JOEL FAGUNDES." "Autor
TARCISO FLECHA NEGRA
Situação
ARQUIVADO"
"1331" "PROC. 01015/15 - PLL 084/15" "DENOMINA RUA CELSO DIAS DIHL O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 8830 - LOTEAMENTO RESIDENCIAL PARQUE DO RINCAO -, LOCALIZADO NO BAIRRO RESTINGA, NO TRECHO QUE INICIA NO LIMITE SUDOESTE DO LOTEAMENTO PARQUE DO RINCAO E TERMINA 20M (VINTE METROS) APOS A RUA DIRETRIZ 7124." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1332" "PROC. 01005/15 - PLL 083/15" "obriga os projetos arquitetônicos de construção, de readequação ou de reforma das escolas de educação infantil, de ensino fundamental e de ensino médio localizadas no Município de Porto Alegre a conter as condições mínimas de qualidade de infraestrutura, de conforto ambiental e sustentabilidade e de segurança que especifica." "Autor
Verª Sofia Cavedon
Situação
PARA PARECER"
"1333" "PROC. 00994/15 - PLL 082/15" "CONCEDE BENEFICIOS TRIBUTARIOS RELATIVOS A ISENCAO DE IPTU AO CONTRIBUINTE QUE ADOTAR UMA CRIANCA." "Autor
CASSIANO CESARIO DA COSTA * (376)
Situação
ANULADO"
"1334" "PROC. 00975/15 - PLL 081/15" "institui o programa Licitação Sustentável." "Autor
Ver. Airto Ferronato
Situação
ARQUIVADO"
"1335" "PROC. 00949/15 - PLL 080/15" "estabelece multa ao estabelecimento localizado no Município de Porto Alegre que proibir ou constranger ato de aleitamento materno em suas instalações." "Autor
Ver. Cassio Trogildo
Situação
ARQUIVADO"
"1336" "PROC. 00888/15 - PLL 079/15" "INSTITUI A MOSTRA DE FOMENTO AO LIVRO E A LEITURA DA CAMARA MUNICIPAL DE PORTO ALEGRE." "Autor
SOFIA CAVEDON
Situação
ANULADO"
"1337" "PROC. 00878/15 - PLL 078/15" "obriga os estabelecimentos de saúde que recebem pacientes feridos por arma de fogo ou arma branca a dispor de área especial na ala de internação e na ala de atendimento de urgência e emergência, com os requisitos de segurança que especifica." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"1338" "PROC. 00875/15 - PLL 077/15" "inclui o evento Hanamatsuri e Festival da Paz no Anexo II da Lei nº 10.903, de 31 de maio de 2010 – Calendário de Eventos de Porto Alegre e Calendário Mensal de Atividades de Porto Alegre –, e alterações posteriores, no segundo final de semana do mês de abril." "Autor
Ver. Kevin Krieger
Situação
ARQUIVADO"
"1339" "PROC. 00856/15 - PLL 076/15" "DENOMINA RUA FRANCISCO MUNHOZ DIAS, RUA JUREMA JANETE SANTIAGO, RUA ELCI FERNANDES, RUA ISABEL VACARI, RUA BRASILIA LUZ DE SOUZA, RUA SUELI MARIA DOS SANTOS, RUA ERNESTOR MORAES, RUA LEOPOLDINA DE OLIVEIRA, RUA SANTA ROSARIO GONCALVES, RUA EVA TEREZINHA DOS SANTOS E RUA ROSANGELA BRUFATTO LUZ OS LOGRADOUROS NAO CADASTRADOS CONHECIDOS,..." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1340" "PROC. 00854/15 - PLL 075/15" "inclui a efeméride Dia do Mestre-Sala, da Porta-Bandeira e do Porta-Estandarte no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 6 de novembro." "Autor
Ver. Delegado Cleiton
Situação
ARQUIVADO"
"1341" "PROC. 00848/15 - PLL 074/15" "obriga os agentes públicos a entregar às unidades administrativas de serviço de pessoal dos órgãos da Administração Direta ou das entidades da Administração Indireta a que se vincularem, de qualquer dos Poderes do Município de Porto Alegre, declaração de bens e rendas que constituam seu patrimônio, determina que essas unidades administrativas..." "Autor
Ver. Engº Comassetto
Situação
EM TRAMITACAO"
"1342" "PROC. 00816/15 - PLL 072/15" "DENOMINA RUA GLACI MARIA COSTI O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 906 - LOTEAMENTO PARQUE DONA ALZIRA - , LOCALIZADO NO BAIRRO SARANDI." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1343" "PROC. 00811/15 - PLL 071/15" "inclui a efeméride Dia Municipal de Celíaco no Anexo da Lei nº 10.904 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, de 31 de maio de 2010, e alterações posteriores, no dia 13 de setembro." "Autor
Ver. Engº Comassetto
Situação
EM TRAMITACAO"
"1344" "PROC. 00805/15 - PLL 069/15" "DENOMINA RUA CORONEL DASTRO DUTRA, RUA CLOVIS STENZEL, RUA ADALIBIO KLEIN , RUA FERNANDO VERONEZI, RUA OLIMPIO TABAJARA, RUA SOLON VIEIRA MARQUES E RUA SIMEAO MEIRA LOGRADOUROS PUBLICOS CADASTRADOS CONHECIDOS, RESPECTIVAMENTE, COMO RUA 7124 - LOTEAMENTO RESIDENCIAL PARQUE DO RINCAO -, RUA 8826 - LOTEAMENTO RESIDENCIAL PARQUE DO RINCAO -, RUA RUA..." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1345" "PROC. 00795/15 - PLL 068/15" "DENOMINA RUA ODILA BUGANCA O LOGRADOURO NAO CADASTRADO CONHECIDO COMO RUA R - VILA DO SARGENTO -, LOCALIZADO NO BAIRRO SERRARIA." "Autor
PROFESSOR GARCIA
Situação
ARQUIVADO"
"1346" "PROC. 00791/15 - PLL 067/15" "estabelece regras para a realização de feiras que visem à comercialização de mercadorias no varejo no Município de Porto Alegre." "Autor
Ver. João Carlos Nedel
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"1347" "PROC. 00748/15 - PLL 066/15" "DENOMINA RUA ROMULO DA SILVA PINHEIRO O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO RUA 10007, LOCALIZADO NO BAIRRO LOMBA DO PINHEIRO." "Autor
ENGENHEIRO COMASSETTO
Situação
ARQUIVADO"
"1348" "PROC. 00742/15 - PLL 065/15" "altera a al. a do caput do art. 1º da Lei nº 3.033, de 30 de junho de 1967 – que fixa os feriados municipais –, e alterações posteriores, declarando feriado municipal o dia 20 de novembro e consagrando-o Dia da Consciência Negra e da Difusão da Religiosidade." "Autor
Ver. Delegado Cleiton
Situação
ARQUIVADO"
"1349" "PROC. 00740/15 - PLL 064/15" "DENOMINA PRACA MIGUEL PEREIRA DA SILVA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO PRACA 3028, LOCALIZADO NO BAIRRO SARANDI." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"1350" "PROC. 00722/15 - PLL 063/15" "inclui a efeméride Dia Municipal da Síndrome de Down no Anexo da Lei nº 10.904 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, de 31 de maio de 2010, e alterações posteriores, no dia 21 de março." "Autor
Ver. Paulo Brum
Situação
ARQUIVADO"
"1351" "PROC. 00718/15 - PLL 062/15" "DENOMINA PRACA RAUL DA SILVA BOEIRA O LOGRADOURO PUBLICO CADASTRADO CONHECIDO COMO PRACA 7097 - LOTEAMENTO NOVA RESTINGA, 4. UV -, LOCALIZADO NO BAIRRO RESTINGA." "Autor
JOAO CARLOS NEDEL
