"tit_projeto" "descricao" "autor_situacao"
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"91" "PROC. 02080/01 - PDL 005/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 15 de maio a primeiro de junho de 2001." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"92" "PROC. 02640/91 - PDL 016/91" "Autoriza o sr.prefeito municipal a ausentar-se do municipio,das 15:30 do dia 12 ate as 24h do dia 13 de outubro, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"93" "PROC. 01281/93 - PDL 004/93" "Autoriza o prefeito a ausentar-se do municipio c/onus para a prefeitura das 11h do dia 06 ate as 23h do dia 07.05.93 para viajar a brasilia/df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"94" "PROC. 02126/93 - PDL 009/93" "Autoriza o prefeito a afastar-se do municipio sem onus para o executivo das 15 h do dia 20 com retorno as 21h do dia 22.08.93 para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"95" "PROC. 01164/92 - PDL 006/92" "Autoriza o prefeito a afastar-se do municipio das 12h do dia22 as 12h do dia 26/05/92, para viajar a sao paulo, espiritosanto e minas gerais." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"96" "PROC. 01334/97 - PDL 006/97" "Aprova as contas da prefeitura municipal de porto alegre, referentes ao exercicio de 1992." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"97" "PROC. 00358/98 - PDL 001/98" "Autoriza o prefeito municipal a ausentar-se do municipio, de 1 a a5 de fevereiro de 1998." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"98" "PROC. 01963/97 - PDL 009/97" "Autoriza o vice-prefeito a afastar-se do pais, de 18 a 19.6.97, para viajar a assuncao, paraguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"99" "PROC. 01157/91 - PDL 005/91" "Autoriza o sr.prefeito municipal de porto alegre, a afastar--se do estado, no periodo das 15hs do dia 26 as 12hs do dia 29 de abril do corrente ano." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"100" "PROC. 02757/93 - PDL 013/93" "Autoriza o prefeito a afastar-se do municipio com onus para o executivo das 18h do dia 03 as 10h do dia 05.11.93." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"101" "PROC. 00158/91 - PDL 001/91" "Autoriza o sr. prefeito municipal de porto alegre a afastar--se do municipio no periodo de 16/01/91 a 28/01/91." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"102" "PROC. 04037/01 - PDL 011/01" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 25 a 27 de outubro de 2001, para viajar ao uruguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"103" "PROC. 01713/95 - PDL 003/95" "Aprova as contas da prefeitura municipal de portoalegre (poder executivo, dmlu, demhab e dmae) referentes ao exercicio de 1990." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"104" "PROC. 01979/96 - PDL 005/96" "Autoriza o sr prefeito municipal a viajar a b aires, no proximo dia 5 de agosto, as 11h50, permanecendo na capital argentina ate as 18h15 do dia 5 de agosto, para participar..." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"105" "PROC. 00603/98 - PDL 002/98" "Autoriza o prefeito municipal a afastar-se do pais, de 2 a 3 de marco de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"106" "PROC. 02327/98 - PDL 010/98" "Autoriza o prefeito municipal a ausentar-se do pais, de 27 a 30 de julho de 1998." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"107" "PROC. 03819/99 - PDL 018/99" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 8 a 9 de dezembro de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"108" "PROC. 02691/93 - PDL 012/93" "Autoriza o prefeito a afastar-se do municipio das 07 as 23 horas do dia 26 de outubro de 1993 para viajar a brasilia." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"109" "PROC. 02891/01 - PDL 007/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 15 a 23 de julho de 2001, para viajar a italia." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"110" "PROC. 02323/91 - PDL 012/91" "Autoriza o prefeito a afastar-se do municipio, sem onus, nosdias 04 e 05/09/91, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"111" "PROC. 03019/97 - PDL 016/97" "Autoriza o prefeito municipal a ausentar-se do pais, de 4 a 7 de outubro de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"112" "PROC. 00744/97 - PDL 003/97" "Autoriza o prefeito municipal a afastar-se do pais, das 11 horas e 50 minutos do dia 04 de marco as 17 horas do dia 06 de marco de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"113" "PROC. 03081/91 - PDL 021/91" "Autoriza o prefeito em exercicio a ausentar-se do unicipio das 7 horas do dia 30 do mes em curso ate as 12 horas do dia 02 de dezembro vindouro, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"114" "PROC. 01561/97 - PDL 007/97" "Autoriza o vice-prefeito municipal a afastar-se do pais, de 24 de maio a primeiro de junho de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"115" "PROC. 01365/92 - PDL 008/92" "Susta o decreto n10.171 de 27/12/91 e seu efeitos." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"116" "PROC. 02361/93 - PDL 010/93" "Autoriza o prefeito a ausentar-se do municipio com onus para o executivo das 18h30min do dia 13 as 24h do dia 15.09.93 para viajar ao rio de janeiro e a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"117" "PROC. 01592/93 - PDL 008/93" "Autoriza o vice-prefeito a afastar-se do mun sem onus para o exec das 21h do dia 09 as 18h do dia 12.06.93 para viajar a brasilia/df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"118" "PROC. 02192/94 - PDL 003/94" "Autoriza o prefeito a ausentar0se do municipio co onus para a prefeitura das23h do dia 16 as 11h do dia 22 de outubro de 1994 para viajar aos estados unidos da amenrica." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"119" "PROC. 02415/94 - PDL 005/94" "Autoriza o prefeito a aussentar-se do mnunicipio de 1 a 15 de dezembro de 1994 para viajar ao japao." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"120" "PROC. 02208/97 - PDL 011/97" "Autoriza o prefeito municipal a ausentar-se do pais a partir das 8 horas do dia 21 de julho de 1997, retornando no final do dia 27 de julho de 1997." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"121" "PROC. 02228/97 - PDL 012/97" "Autoriza o vice-prefeito municipal a afastar-se do pais, no periodo das 20h15min do dia 25 de julho de 1997, as 11h15min do dia 31 de julho de 1997." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"122" "PROC. 00428/96 - PDL 001/96" "Autoriza o sr. prefeito a afastar-se do municipio, de 14 de fevereiro a 1 de marco de 1966." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"123" "PROC. 00494/97 - PDL 001/97" "Autoriza o prefeito a afastar-se do municipio das 8h do dia 03-02-97 as 11h do dia 11-02-97, para tratar de assuntos particulares." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"124" "PROC. 02664/96 - PDL 008/96" "Autoriza o prefeito a afastar-se do municipio, de 23 a 31 de outubro de 1996, para viajar aos estados unidos, espanha e portugal." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"125" "PROC. 02989/96 - PDL 010/96" "Autoriza o prefeito a afastar-se do pais, das 14h do dia 03 de dezembro as 20h do dia 05 de dezembro de 1996 do corrente ano, para viajar a montevideu." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"126" "PROC. 02023/01 - PDL 004/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 10 a 12 de maio de 2001, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"127" "PROC. 02546/00 - PDL 004/00" "Autoriza o prefeito municipal a ausentar-se do pais de 4 a 6 de setembro de 2000, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"128" "PROC. 03068/00 - PDL 007/00" "Ficam aprovadas as contas da prefeitura municipal de porto alegre (poder executivo, dmlu, demhab, dmae e fesc), referentes ao exercicio de 1994." "Autor
COMISS ECONOM FINANCAS ORCAM E MERCOSUL
Situação
ARQUIVADO"
"129" "PROC. 03150/00 - PDL 008/00" "Autoriza o prefeito municipal a ausentar-se do pais, de 20 a 28 de novembro de 2000." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"130" "PROC. 01041/01 - PDL 002/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 7 a 8/3/2001, para viajar a montevideo/uruguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"131" "PROC. 03191/91 - PDL 022/91" "Autoriza o prefeito a ausentar-se do municipio, das 19 horasdo dia 13/12/91 as 12 horas do dia 14/12/91, para viajar a sao bernardo do campo-sp." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"132" "PROC. 00167/92 - PDL 001/92" "Autoriza o sr.prefeito municipal a ausentar-se do municipio,sem onus para a prefeitura, no periodo de 15 a 25/01/92." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"133" "PROC. 01443/90 - PDL 010/90" "Autoriza o senhor prefeito municipal de porto alegre a afastar-se do estado, no periodo de 13 a 16.07.90." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"134" "PROC. 00850/92 - PDL 003/92" "Rejeita as contas da prefeitura municipal de porto alegre(poder executivo, dmlu, demhab e dmae), referentes ao exerciciode 1987(processo 221/1992)." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
EM TRAMITACAO"
"135" "PROC. 00561/91 - PDL 002/91" "Autoriza o sr. prefeito municipal de porto alegre, a ausentar-se do estado, das 18h 30min do dia 21 as 12h do dia 23 de fevereiro de 1991." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"136" "PROC. 01358/91 - PDL 006/91" "Autoriza o sr. prefeito municipal de pporto alegre a afastar-se do estado, no periodo das 18 horas do dia 17 as 12 horasdo dia 20 de maio do corrente ano." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"137" "PROC. 01767/91 - PDL 009/91" "Autoriza o sr.prefeito municipal de porto alegre a ausentar--se do estado, das 18h30min do dia 08 de julho e retorno as 24h do dia 10 de julho." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"138" "PROC. 01282/93 - PDL 005/93" "Autoriza o prefeito a ausentar-se do municpio s/ onus para a prefeitura das 15h45min do dia 09 ate as 23h30min do dia 10.05.93 para viajar a s paulo/sp." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"139" "PROC. 02721/91 - PDL 017/91" "Autoriza o prefeito a ausentar-se do municipio, c/onus, das 07 as 24 horas do dia 22/10/91, para viajar a brasilia." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"140" "PROC. 02875/91 - PDL 018/91" "Autoriza o prefeito a ausentar-se do municipio, das 18h30mindo dia 1o ate as 24 horas do dia 12/11/91, com onus, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"141" "PROC. 02228/97 - PDL 012/97" "Autoriza o vice-prefeito municipal a afastar-se do pais, no periodo das 20h15min do dia 25 de julho de 1997, as 11h15min do dia 31 de julho de 1997." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"142" "PROC. 00428/96 - PDL 001/96" "Autoriza o sr. prefeito a afastar-se do municipio, de 14 de fevereiro a 1 de marco de 1966." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"143" "PROC. 00494/97 - PDL 001/97" "Autoriza o prefeito a afastar-se do municipio das 8h do dia 03-02-97 as 11h do dia 11-02-97, para tratar de assuntos particulares." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"144" "PROC. 02664/96 - PDL 008/96" "Autoriza o prefeito a afastar-se do municipio, de 23 a 31 de outubro de 1996, para viajar aos estados unidos, espanha e portugal." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"145" "PROC. 02989/96 - PDL 010/96" "Autoriza o prefeito a afastar-se do pais, das 14h do dia 03 de dezembro as 20h do dia 05 de dezembro de 1996 do corrente ano, para viajar a montevideu." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"146" "PROC. 02023/01 - PDL 004/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 10 a 12 de maio de 2001, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"147" "PROC. 02546/00 - PDL 004/00" "Autoriza o prefeito municipal a ausentar-se do pais de 4 a 6 de setembro de 2000, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"148" "PROC. 03068/00 - PDL 007/00" "Ficam aprovadas as contas da prefeitura municipal de porto alegre (poder executivo, dmlu, demhab, dmae e fesc), referentes ao exercicio de 1994." "Autor
COMISS ECONOM FINANCAS ORCAM E MERCOSUL
Situação
ARQUIVADO"
"149" "PROC. 03150/00 - PDL 008/00" "Autoriza o prefeito municipal a ausentar-se do pais, de 20 a 28 de novembro de 2000." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"150" "PROC. 01041/01 - PDL 002/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 7 a 8/3/2001, para viajar a montevideo/uruguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"151" "PROC. 03191/91 - PDL 022/91" "Autoriza o prefeito a ausentar-se do municipio, das 19 horasdo dia 13/12/91 as 12 horas do dia 14/12/91, para viajar a sao bernardo do campo-sp." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"152" "PROC. 00167/92 - PDL 001/92" "Autoriza o sr.prefeito municipal a ausentar-se do municipio,sem onus para a prefeitura, no periodo de 15 a 25/01/92." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"153" "PROC. 01443/90 - PDL 010/90" "Autoriza o senhor prefeito municipal de porto alegre a afastar-se do estado, no periodo de 13 a 16.07.90." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"154" "PROC. 00850/92 - PDL 003/92" "Rejeita as contas da prefeitura municipal de porto alegre(poder executivo, dmlu, demhab e dmae), referentes ao exerciciode 1987(processo 221/1992)." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
EM TRAMITACAO"
"155" "PROC. 00561/91 - PDL 002/91" "Autoriza o sr. prefeito municipal de porto alegre, a ausentar-se do estado, das 18h 30min do dia 21 as 12h do dia 23 de fevereiro de 1991." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"156" "PROC. 01358/91 - PDL 006/91" "Autoriza o sr. prefeito municipal de pporto alegre a afastar-se do estado, no periodo das 18 horas do dia 17 as 12 horasdo dia 20 de maio do corrente ano." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"157" "PROC. 01767/91 - PDL 009/91" "Autoriza o sr.prefeito municipal de porto alegre a ausentar--se do estado, das 18h30min do dia 08 de julho e retorno as 24h do dia 10 de julho." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"158" "PROC. 01282/93 - PDL 005/93" "Autoriza o prefeito a ausentar-se do municpio s/ onus para a prefeitura das 15h45min do dia 09 ate as 23h30min do dia 10.05.93 para viajar a s paulo/sp." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"159" "PROC. 02721/91 - PDL 017/91" "Autoriza o prefeito a ausentar-se do municipio, c/onus, das 07 as 24 horas do dia 22/10/91, para viajar a brasilia." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"160" "PROC. 02875/91 - PDL 018/91" "Autoriza o prefeito a ausentar-se do municipio, das 18h30mindo dia 1o ate as 24 horas do dia 12/11/91, com onus, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"161" "PROC. 03116/99 - PDL 016/99" "Autoriza o prefeito municipal a ausentar-se do pais, de 01 a 04 de outubro de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"162" "PROC. 03177/99 - PDL 017/99" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 08 a 11 de outubro de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"163" "PROC. 01990/99 - PDL 013/99" "Autoriza o prefeito municipal a afastar-se do pais, de 19 a 22 de junho de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"164" "PROC. 02095/00 - PDL 002/00" "Autoriza o prefeito municipal a ausentar-se do municipio, de 11 a 13 de julho de 2000." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"165" "PROC. 02313/00 - PDL 003/00" "Autoriza o prefeito municipal a ausentar-se do pais nos dias 5 e 6 de agosto de 2000, para viajar a buenos aires." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"166" "PROC. 01750/01 - PDL 003/01" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 21 a 26 de abril de 2001, para viajar a republica dominicana." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"167" "PROC. 03419/01 - PDL 009/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 3 a 5 de setembro de 2001, para viajar ao chile." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"168" "PROC. 03884/01 - PDL 010/01" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 14 a 17 de outubro de 2001, para viajar ao equador." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"169" "PROC. 00970/92 - PDL 004/92" "Autoriza o prefeito a ausentar-se do municipio, de 23 a 25 de abril de 1992, para viajar a campo grande, ms." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"170" "PROC. 01066/92 - PDL 005/92" "Autoriza o prefeito a ausentar-se do municipio,sem onus,das 12h do dia 07 as 12h do dia 10 de maio de 1992,para viajar asao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"171" "PROC. 01441/92 - PDL 010/92" "Autoriza o prefeito a ausentar-se do municipio das 19:30h dodia 24 as 12h do dia 27/06/92, para viajar a provincia de cordoba na argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"172" "PROC. 01825/92 - PDL 013/92" "Autoriza o prefeito a afastar-se do municipio das 7 horas dodia 14 as 24h do dia 16.08.92, em viagem a assuncion/paraguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"173" "PROC. 02462/91 - PDL 014/91" "Autoriza o sr.prefeito municipal a ausentar-se do municipio,sem onus para esta prefeitura, das 12h do dia 25 ate as 18h do dia 29 de setembro em curso." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"174" "PROC. 02567/91 - PDL 015/91" "Autoriza o prefeito a ausentar-se do municipio nos dias 04 e05 de outubro de 1991, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"175" "PROC. 00362/93 - PDL 001/93" "Autoriza o prefeito municipal a ausentar-se do estado sem onus para a prefeitura das 15h45min do dia 05.2.93 as 22h30min do dia 07.2.93 para viajar sa sao paulo." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"176" "PROC. 00599/93 - PDL 002/93" "Autoriza o prefeito a ausentar-se do municipio com onus para a prefeitura das 8 horas do dia 04.3.93 ate as 24 horas do dia 07.3.93 para viajar a salvador ba." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"177" "PROC. 01405/91 - PDL 007/91" "Autoriza o sr. prefeito municipal de poro alegre, a afastar--se do estado, no periodo das 07 horas do dia 24 as 12 horasdo dia 26 de maio do corrente ano." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"178" "PROC. 01677/91 - PDL 008/91" "Autoriza o sr.prefeito municipal de porto alegre a afastar-se do estado, das 15 horas do dia 27 as 12 horas do dia 30 dejunho de 1991." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"179" "PROC. 01949/91 - PDL 010/91" "Autoriza o prefeito municipal a afastar-se do estado, das 18h30min do dia 31 de julho e retorno previsto para as 12 horas do dia 03 de agosto." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"180" "PROC. 02103/91 - PDL 011/91" "Autoriza o sr.prefeito municipal a afastar-se do estado dia 15 de agosto de 1991, para viajar a sao paulo; dia 17 de agosto de 1991, para viajar ao rio de janeiro..." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"181" "PROC. 00632/92 - PDL 002/92" "Autoriza o prefeito a afastar-se do municipio, sem onus, das7h do dia 14 ate as 12h do dia 17 de marco de 1992, para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"182" "PROC. 02055/92 - PDL 015/92" "Dispoe sobre a remuneracao do veci-prefeito no municipio de poa no periodo de 93 a 96 e da outras providencias." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"183" "PROC. 02042/98 - PDL 009/98" "Aprova as contas da prefeitura de porto alegre referentes ao exercicio de 1995." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"184" "PROC. 00791/97 - PDL 004/97" "Autoriza o vice-prefeito municipal a afastar-se do pais, de 07 a 1o/3/1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"185" "PROC. 00829/97 - PDL 005/97" "Autoriza o prefeito municipal a afastar-se do pais, de 12 a 17 de marco de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"186" "PROC. 01936/97 - PDL 008/97" "Autoriza o prefeito municipal a afastar-se do pais, de 18 a 19 de junho de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"187" "PROC. 01704/98 - PDL 007/98" "Solicita autorizacao para o vice-prefeito municipal ausentar-se do pais, de 02 a 08 de junho de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"188" "PROC. 00255/90 - PDL 002/90" "Autoriza o sr. prefeito municipal de porto alegre a afastar-se do estado, no periodo de 11 a 12.02.1990." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"189" "PROC. 00520/90 - PDL 003/90" "Autoriza o sr. prefeito a afastar-se do estado no periodo das 18h do dia 23 as 12h do dia 26 de mar? de 1990." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
VER DESCRICAO"
"190" "PROC. 00696/90 - PDL 004/90" "Aprova as contas da prefeitura municipal de porto alegre9 dmlu,demhab e dmae), exercicio de 1984." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"191" "PROC. 00376/94 - PDL 001/94" "Autoriza o pref a ausentar-se do est s/ onus p/ a pref do dia 16.02.94 a 07.03.94 p/ tratar de assun de seu interesseparticular cfe dispoe o art 92 inciso iii da lei organica munic" "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"192" "PROC. 01451/96 - PDL 003/96" "Autoriza o prefeito a afastar-se do municipio, das 19h do dia 28 de maio a as 8h do dia 7 de junho, para viajar a istambul, turquia." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"193" "PROC. 00704/99 - PDL 006/99" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 8 a 11 de marco de 1999." "Autor
DL - DIRETORIA LEGISLATIVA
Situação
ARQUIVADO"
"194" "PROC. 02682/98 - PDL 012/98" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 4 a 14 de setembro de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"195" "PROC. 02725/00 - PDL 005/00" "Autoriza o prefeito municipal a ausentar-se do pais nos dias 29 e 30 de setembro de 2000, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"196" "PROC. 03029/00 - PDL 006/00" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 7 a 13 de novembro de 2000, para viajar a portugal." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"197" "PROC. 01431/92 - PDL 009/92" "Autoriza o prefeito a ausentar-se do municipio das 18h do dia 03 as 12h do dia 06/07/92 p/viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"198" "PROC. 01602/92 - PDL 011/92" "Autoriza o prefeito a afastar-se do municipio, com onus paraa prefeitura, das 12h do dia 09 as 24h do dia 10/07/92, paraviajar a belo horizonte." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"199" "PROC. 01707/92 - PDL 012/92" "Autoriza o prefeito a ausentar-se do municipio, sem onus, das 18h do dia 31/07 a 2/08/92, em viagem a recife, goiania e santa catarina." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"200" "PROC. 02961/93 - PDL 014/93" "Autoriza o prefeito a ausentar-se de porto alegre das 12 horas do dia 3.12.93 as 12 horas do dia 4.12.93 para viajar ao rj sem onus para a prefeitura." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"201" "PROC. 03052/93 - PDL 015/93" "Autoriza o prefeito a afastar-se do municipio com onus p/ o executivo nos dias 08 e 09.12.93 p/ viajar a brasilia/df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"202" "PROC. 02314/92 - PDL 018/92" "Autoriza o prefeito a afastar-se do municipio sem onus para a prefeitura das 7h do dia 21 ate as 24h do dia 24.11.92 para viajar a belo horizonte." "Autor
