"tit_projeto" "descricao" "autor_situacao"
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"203" "PROC. 02446/92 - PDL 019/92" "Autoriza o prefeito a ausentar-se do municipio das 06h50m do dia 18 as 11h do dia 20 de dezembro de 1992 para viajar a natal - rn." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"204" "PROC. 02991/91 - PDL 020/91" "Autoriza o prefeito a ausentar-se do municipio, no periodo de 26 de novembro a 1 de dezembro de 1991, para viajar a saopaulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"205" "PROC. 02370/91 - PDL 013/91" "Autoriza o prefeito a ausentar-se do municipio, com onus, nos dias 09 e 10/09/91, para viajar a brasilia; dias 12 e 13/09/91, para viajar a florianopolis e, sem onus, dias 13 e..." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"206" "PROC. 02679/97 - PDL 013/97" "Autoriza o vice-prefeito municipal a afastar-se do pais, de 07 a 10 de setembro de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"207" "PROC. 02733/97 - PDL 015/97" "Autoriza o prefeito municipal a ausentar-se do pais, de 11 a 13 de setembro de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"208" "PROC. 03079/97 - PDL 017/97" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 07 a 08 de outubro de 1997." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"209" "PROC. 00951/98 - PDL 004/98" "Aprova as contas da prefeitura municipal de porto alegre, referentes ao exercicio de 1993." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"210" "PROC. 02899/96 - PDL 009/96" "Autoriza o prefeito municipal a afastar-se do pais, das 21h30min do dia 20 de novembro de 1996 com retorno as 08h50min do dia 22 de novembro de 1996, para viajar a argentina." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"211" "PROC. 01801/98 - PDL 008/98" "Autoriza o prefeito municipal a ausentar-se do pais, de 9 a 17 de junho de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"212" "PROC. 01014/90 - PDL 007/90" "Autoriza o senhor prefeito municipal de porto alegre a afastar-se do estado, no periodo de 18.05.90 a 20.05.90 ." "Autor
COMISSAO DE JUSTICA E REDACAO
Situação
ANEXADO A OUTRO PROCESSO"
"213" "PROC. 01114/90 - PDL 008/90" "Autoriza o sr.prefeito municipal de porto alegre a afastar-se do estado, no periodo de 01.06.90 a 04.06.90. d" "Autor
COMISSAO DE JUSTICA E REDACAO
Situação
ANEXADO A OUTRO PROCESSO"
"214" "PROC. 00472/95 - PDL 001/95" "Autoriza o pref munic a afastar-se do cargo sem onus p/ a pref no periodo compreendido entre os dias 20 a 27 de fev do ano em curso p/ tratar de assunto de interesse particular." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"215" "PROC. 02061/95 - PDL 005/95" "Susta a portaria numero 49/92 da secretaria municipal dos transportes e o decreto numero 11.201, de 26 de janeiro de 1995, e seus efeitos." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"216" "PROC. 02151/95 - PDL 006/95" "Aprova as contas da prefeitura municipal de porto alegre (poder executivo, dmlu, demhab e dmae), referentes ao exercicio de 1988." "Autor
COMISSAO DE ECONOM, FINANCAS E ORCAMENTO
Situação
ARQUIVADO"
"217" "PROC. 02330/95 - PDL 007/95" "Autoriza o prefeito a afastar-se do municipio, de 5 a 14 de novembro de 1995, para viajar a florianopolis, buenos aires, rosario, assuncion e montevideo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"218" "PROC. 02515/93 - PDL 011/93" "Autoriza o pref a fastar-se do municipio com uons para o executivo das 7h do dia 05 as 23h do dia 07.10.93 para viajar a sao paulo/sp e cuiaba/mt." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"219" "PROC. 00646/98 - PDL 003/98" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 04 a 09 de marco de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"220" "PROC. 00923/96 - PDL 002/96" "Autoriza o prefeito a afastar-se do municipio de 16 a 23 de abril de 1996, para viajar aos estados unidos." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"221" "PROC. 03719/97 - PDL 018/97" "Autoriza o prefeito municipal a ausentar-se do pais, a partir do inicio da noite do dia 14.12.97 ate o final do dia 15.12.97." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"222" "PROC. 02124/97 - PDL 010/97" "Autoriza o prefeito a afastar-se do pais, no periodo de 6 a 13.7.97, para participar como conferencista, a convite, em curso da univ complutense de madrid, em madrid, espanha." "Autor
COMISSAO REPRESENTATIVA
Situação
ARQUIVADO"
"223" "PROC. 02302/96 - PDL 006/96" "Fixa as remuneracoes mensais do prefeito municipal de porto alegre e do vice-prefeito, para a xii legislatura, periodo de 1.1.1997 a 31.12.2000, e da outras providencias." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"224" "PROC. 02484/01 - PDL 006/01" "Autoriza o prefeito municipal a ausentar-se do pais, de 13 a 15 de junho de 2001, para viajar ao paraguai." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"225" "PROC. 03185/01 - PDL 008/01" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 11 a 19 de agosto de 2001(viagem a franca e a espanha)." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"226" "PROC. 01513/00 - PDL 001/00" "Autoriza o prefeito municipal a ausentar-se do pais, de 16 a 22 de maio de 2000, para viajar a franca." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"227" "PROC. 01019/91 - PDL 004/91" "Autoriza o prefeito municipal de porto alegre a afastar-se do estado, no periodo de 12 a 15 de abril do corrente ano." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"228" "PROC. 01295/92 - PDL 007/92" "Autoriza o prefeito a ausentar-se do municipio das 18h do dia 02 as 24h do dia 03/06/92, para viajar ao rio de janeiro." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"229" "PROC. 01463/93 - PDL 006/93" "Autoriza o prefeito a afstar-se do municipio com onus para o exec das 11h45min do dia 27 as 23h do dia de maio de 1993 para viajar a brasilia/df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"230" "PROC. 01591/93 - PDL 007/93" "Autoriza o prefeito a afastar-se do mun com onus para o executivo das 21h do dia 09 as 18h do dia 12.06.93 para viajar a brasilia/df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"231" "PROC. 01997/92 - PDL 014/92" "Solicita autorizacao para ausentar-se do municipio sem onus para a prefeitura das 18h30min do dia 11 as 24h dia 13.09.92 para viajar ao parana." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"232" "PROC. 02056/92 - PDL 016/92" "Fixa a remuneracao do prefeito municipal de poa para o periodo de 93 a 96 e da outras providencias." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"233" "PROC. 02182/92 - PDL 017/92" "Autoriza o prefeito a ausentar-se do municipio sem onus para a prefeitura das 15h do dia 23 as 24h do dia 25.10.92 para viajar a sao paulo." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"234" "PROC. 02447/92 - PDL 020/92" "Declara horta capital do faial portugal cidade-irma de porto alegre." "Autor
LUIZ VICENTE VIEIRA DUTRA
Situação
ARQUIVADO"
"235" "PROC. 02980/91 - PDL 019/91" "Declara rosario, na republica argentina, cidade irma de porto alegre." "Autor
MESA DIRETORA
Situação
ARQUIVADO"
"236" "PROC. 00947/93 - PDL 003/93" "Autoriza o prefeito a ausentar-se do mun com onus para a pmpa das 11h do dia 30/3 ate as 24h do dia 31.3.93 para viajar a brasilia df." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"237" "PROC. 00847/99 - PDL 007/99" "Autoriza o prefeito municipal a ausentar-se do pais de 16 a 24 de marco de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"238" "PROC. 01172/99 - PDL 008/99" "Autoriza o vice-prefeito municipal a ausentar-se do pais, de 12 a 14 de abril de 1999." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
"239" "PROC. 02565/98 - PDL 011/98" "Autoriza o prefeito municipal a ausentar-se do pais de 2 a 4 de setembro de 1998." "Autor
COMISSAO DE CONSTITUICAO E JUSTICA
Situação
ARQUIVADO"
